index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN,DaysUntilPublished
115,ACC,2020-11-19T18:09:00Z,False,Aviation,7/12/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Blevins Kamron,Odyssey,AIR,?,True,0.125,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final,1,0.30495356037151705
116,ACC,2020-11-19T10:47:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172,AIR,ELP,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.11816305469556243
117,ACC,2020-11-18T13:30:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,ROBINSON,R44,HELI,?,False,0.125,REC,INST,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.11867905056759545
118,ACC,2020-11-18T12:43:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172,AIR,47N,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.11867905056759545
119,ACC,2020-11-18T05:00:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,?,False,,?,?,091,Destroyed,?,Unknown,?,Prelim,1,0.8338493292053664
120,ACC,2020-11-17T15:50:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,2.0,PIPER,PA11,AIR,?,False,,?,INST,NUSN,Substantial,?,Maneuvering,?,Prelim,1,0.8343653250773994
121,ACC,2020-11-17T15:35:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,120,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.13777089783281732
122,ACC,2020-11-17T15:18:00Z,False,Aviation,10/5/2022 0:00,Minor,0.0,0.0,1.0,1.0,CO Z,COZY,AIR,CPM,True,0.125,?,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.3498452012383901
123,ACC,2020-11-16T15:30:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,American Legend,AL3,AIR,?,False,0.125,REC,INST,091,Substantial,VMC,Enroute,Completed,Final,0,0.11971104231166149
124,ACC,2020-11-16T09:10:00Z,False,Aviation,10/13/2022 0:00,Serious,0.0,1.0,0.0,1.0,REPUBLIC,RC3,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.3544891640866873
125,ACC,2020-11-16T07:04:00Z,False,Aviation,9/14/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,150L,AIR,?,False,0.125,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final,1,0.3395252837977296
126,ACC,2020-11-15T13:30:00Z,False,Aviation,?,Serious,0.0,1.0,0.0,1.0,CESSNA,188,AIR,?,False,,?,?,NUSN,Substantial,?,Maneuvering,?,Prelim,0,0.8353973168214653
127,ACC,2020-11-15T13:00:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,Zlin Aviation,Savage Cub-S,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.13880288957688336
128,ACC,2020-11-15T11:40:00Z,False,Aviation,7/20/2022 0:00,Minor,0.0,0.0,1.0,1.0,AIR CREATION,Tanarg,WSFT,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.3111455108359133
129,ACC,2020-11-14T15:20:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,BEECH,95B55,AIR,?,False,,?,?,NUSN,Substantial,?,Initial Climb,?,Prelim,1,0.8359133126934984
130,ACC,2020-11-14T13:00:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,305,AIR,N89,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.12074303405572755
131,ACC,2020-11-14T12:30:00Z,False,Aviation,9/16/2021 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.15325077399380804
132,ACC,2020-11-14T11:57:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,VANS,RV4,AIR,2R4,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.12074303405572755
133,ACC,2020-11-14T09:30:00Z,False,Aviation,5/4/2022 0:00,?,0.0,0.0,0.0,0.0,AEROSPATIALE,AS355,HELI,N81,False,0.25,TS,BUS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.2719298245614035
134,ACC,2020-11-13T21:04:00Z,False,Aviation,7/20/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,152,AIR,SBD,False,0.125,REC,POSI,091,Substantial,VMC,Enroute,Completed,Final,0,0.31217750257997934
135,ACC,2020-11-13T18:50:00Z,False,Aviation,6/8/2021 0:00,Serious,0.0,1.0,0.0,1.0,BOMBARDIER,CL600 2C10,AIR,PHX,False,0.25,?,?,121,?,VMC,Unknown,Completed,Final,0,0.10216718266253869
136,ACC,2020-11-13T14:15:00Z,False,Aviation,9/16/2021 0:00,?,0.0,0.0,0.0,0.0,AIR CREATION,Buggy,WSFT,E95,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.15376676986584106
137,ACC,2020-11-13T13:26:00Z,False,Aviation,9/16/2021 0:00,?,0.0,0.0,0.0,0.0,General Atomics,MQ-9,UNMANNED,FHU,False,0.125,?,PUBF,PUBU,Destroyed,VMC,Approach,Completed,Final,0,0.15376676986584106
138,ACC,2020-11-12T18:30:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA22,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.14035087719298245
139,ACC,2020-11-12T14:06:00Z,False,Aviation,7/7/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,182R,AIR,F46,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,1,0.3059855521155831
140,ACC,2020-11-12T13:53:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,Rotorsport UK,Cavalon,HELI,?,False,0.125,?,?,UNK,Destroyed,?,Unknown,?,Prelim,1,0.8369453044375644
141,ACC,2020-11-12T12:43:00Z,False,Aviation,1/19/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,182,AIR,WHP,False,0.125,REC,POSI,091,Destroyed,VMC,Approach,Completed,Final,1,0.4071207430340557
142,ACC,2020-11-12T09:20:00Z,False,Aviation,9/16/2021 0:00,Minor,0.0,0.0,1.0,1.0,MAULE,MX7,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.15428276573787408
143,ACC,2020-11-11T17:50:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Trick Trikes,STSS,WSFT,?,False,0.125,REC,PERS,091,Destroyed,VMC,Takeoff,Completed,Final,1,0.3065015479876161
144,ACC,2020-11-11T12:44:00Z,False,Aviation,8/12/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,177,AIR,W10,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,1,0.32507739938080493
145,ACC,2020-11-11T10:50:00Z,False,Aviation,12/20/2022 0:00,Minor,0.0,0.0,1.0,1.0,BELLANCA,7GCBC,AIR,L18,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.39215686274509803
146,ACC,2020-11-10T16:40:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA38,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,1,0.30701754385964913
147,ACC,2020-11-10T15:37:00Z,False,Aviation,?,Serious,0.0,3.0,1.0,4.0,BELL,407,HELI,?,False,0.125,?,?,UNK,Substantial,?,Takeoff,?,Prelim,0,0.8379772961816305
148,ACC,2020-11-09T16:45:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,2.0,2.0,MOONEY,M20C,AIR,LCI,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.12332301341589266
149,ACC,2020-11-09T08:24:00Z,False,Aviation,8/24/2021 0:00,Minor,0.0,0.0,1.0,0.0,Diamond,DA40,AIR,FFZ,False,0.125,REC,INST,091,Substantial,VMC,Taxi,Completed,Final,0,0.14396284829721362
150,ACC,2020-11-08T19:40:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,2.0,Quest,Kodiak 100,AIR,?,False,0.125,?,?,129,Destroyed,?,Enroute,?,Prelim,1,0.8384932920536635
151,ACC,2020-11-08T17:11:00Z,False,Aviation,8/31/2021 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,?,False,0.125,?,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final,1,0.1480908152734778
152,ACC,2020-11-08T16:00:00Z,False,Aviation,8/24/2021 0:00,?,0.0,0.0,0.0,0.0,AMERICAN CHAMPION AIRCRAFT,7GCBC,AIR,MGJ,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.14447884416924664
153,ACC,2020-11-08T15:30:00Z,False,Aviation,9/21/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA32,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.34726522187822495
154,ACC,2020-11-08T15:18:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,TEMCO,GC-1B,AIR,UGN,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.14241486068111453
155,ACC,2020-11-08T15:15:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,BELL,206,HELI,3NC2,False,0.125,TS,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.12383900928792568
156,ACC,2020-11-07T22:00:00Z,False,Aviation,?,Fatal,3.0,0.0,0.0,3.0,CESSNA,182,AIR,?,False,,?,?,UNK,Substantial,?,Enroute,?,Prelim,1,0.8390092879256965
157,ACC,2020-11-07T20:18:00Z,False,Aviation,7/12/2022 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-22-135,AIR,?,False,0.125,REC,PERS,091,Destroyed,IMC,Initial Climb,Completed,Final,1,0.3111455108359133
158,ACC,2020-11-07T15:00:00Z,False,Aviation,8/24/2021 0:00,?,0.0,0.0,0.0,0.0,SCHWEIZER,269C,HELI,?,False,0.125,REC,OWRK,091,Substantial,VMC,Landing,Completed,Final,0,0.14499484004127966
159,ACC,2020-11-07T13:51:00Z,False,Aviation,9/16/2021 0:00,Serious,0.0,2.0,0.0,2.0,SCHLEICHER,ASW20C,GLI,?,False,0.0,?,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.1568627450980392
160,ACC,2020-11-07T09:30:00Z,False,Aviation,7/7/2022 0:00,Serious,0.0,1.0,2.0,3.0,ERCOUPE,415,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.3085655314757482
161,ACC,2020-11-06T21:45:00Z,False,Aviation,7/7/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28-140,AIR,6D6,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.3090815273477812
162,ACC,2020-11-06T17:38:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,2.0,3.0,BEECH,J35,AIR,?,False,0.125,REC,PERS,091,Destroyed,VMC,Unknown,Completed,Final,1,0.3090815273477812
163,ACC,2020-11-06T16:20:00Z,False,Aviation,9/29/2023 0:00,?,0.0,0.0,0.0,0.0,PILATUS,PC12,AIR,?,False,0.125,TP,FERY,091,Substantial,VMC,Enroute,Completed,Final,0,0.5407636738906089
164,ACC,2020-11-06T16:11:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,CIRRUS,SR22,AIR,KAPA,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.1434468524251806
165,ACC,2020-11-06T16:00:00Z,False,Aviation,1/31/2023 0:00,Serious,0.0,2.0,1.0,3.0,AGUSTA,A109,HELI,CL00,False,0.25,TS,?,135,Substantial,VMC,Landing,Completed,Final,0,0.41640866873065013
166,ACC,2020-11-06T14:55:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CIRRUS,SR22,AIR,FANS,False,0.125,?,?,NUSN,Substantial,?,Approach,?,Prelim,1,0.8400412796697626
167,ACC,2020-11-06T14:00:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,DIAMOND,DA40,AIR,WDR,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.12487100103199172
168,ACC,2020-11-06T12:58:00Z,False,Aviation,7/7/2022 0:00,?,0.0,0.0,0.0,0.0,RONALD A GAWER,RV-12,AIR,C83,True,0.125,?,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.3090815273477812
169,ACC,2020-11-06T09:05:00Z,False,Aviation,8/31/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,150F,AIR,CHD,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.14912280701754385
170,ACC,2020-11-05T23:33:00Z,False,Aviation,2/2/2023 0:00,?,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR20,AIR,AFW,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.4179566563467492
171,ACC,2020-11-05T15:30:00Z,False,Aviation,7/7/2022 0:00,?,0.0,0.0,0.0,0.0,Just Aircraft,SuperSTOL,AIR,PVT,True,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.30959752321981426
172,ACC,2020-11-05T15:15:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,1.0,1.0,NAVION,A,AIR,FFX,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.12538699690402474
173,INC,2020-11-05T13:55:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,FAIRCHILD,227,AIR,MDZ,False,,?,?,UNK,Substantial,?,Landing,?,Prelim,0,0.8405572755417956
174,ACC,2020-11-04T13:20:00Z,False,Aviation,8/16/2022 0:00,?,0.0,0.0,0.0,0.0,REMOS AIRCRAFT GMBH FLUGZEUGBAU,GX,AIR,GEU,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.33075335397316824
175,ACC,2020-11-03T19:00:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,2.0,PIPER,PA34,AIR,?,False,0.25,?,?,NUSN,Substantial,?,Unknown,?,Prelim,1,0.8410732714138286
176,ACC,2020-11-03T18:53:00Z,False,Aviation,3/22/2023 0:00,Serious,0.0,1.0,1.0,2.0,PIPER,J3C,AIR,TXW,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.4437564499484004
177,ACC,2020-11-03T17:57:00Z,False,Aviation,7/15/2021 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,180,AIR,PVT,False,0.125,REC,PERS,091,Destroyed,VMC,Landing,Completed,Final,0,0.1264189886480908
178,ACC,2020-11-03T14:41:00Z,False,Aviation,8/31/2022 0:00,Fatal,2.0,0.0,0.0,2.0,AutoGyro,MTO Sport,GYRO,29KS,True,0.125,REC,PERS,091,Destroyed,VMC,Unknown,Completed,Final,1,0.33900928792569657
179,ACC,2020-11-03T13:35:00Z,False,Aviation,8/16/2022 0:00,?,0.0,0.0,0.0,0.0,STINSON,108-3,AIR,EMT,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.33126934984520123
180,ACC,2020-11-02T16:00:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,2.0,2.0,Carbon,Cub,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.12693498452012383
181,ACC,2020-11-02T10:30:00Z,False,Aviation,8/31/2021 0:00,Minor,0.0,0.0,1.0,1.0,American Legend,AL-3 Cub,AIR,MEV,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.15118679050567593
182,ACC,2020-11-01T18:48:00Z,False,Aviation,10/6/2022 0:00,Fatal,3.0,0.0,0.0,3.0,GRUMMAN,GA7,AIR,JHW,False,0.25,REC,PERS,091,Destroyed,IMC,Approach,Completed,Final,1,0.3586171310629515
183,ACC,2020-11-01T16:24:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA22,AIR,5A2,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.12745098039215685
184,ACC,2020-11-01T15:00:00Z,False,Aviation,12/7/2022 0:00,Minor,0.0,0.0,1.0,1.0,RAYTHEON,400A,AIR,FHB,False,0.25,TF,OWRK,135,Substantial,IMC,Landing,Completed,Final,0,0.39060887512899894
185,ACC,2020-10-31T04:29:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-25-235,AIR,?,False,0.125,?,?,NUSC,Destroyed,?,Maneuvering,?,Prelim,1,0.8431372549019608
186,ACC,2020-10-30T19:05:00Z,False,Aviation,3/16/2023 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,KBIL,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,1,0.44272445820433437
187,ACC,2020-10-30T15:26:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,401B,AIR,?,False,0.25,?,?,NUSN,Destroyed,?,Approach,?,Prelim,0,0.8436532507739938
188,ACC,2020-10-30T14:15:00Z,False,Aviation,7/7/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,140,AIR,EBG,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.3126934984520124
189,INC,2020-10-30T12:01:00Z,False,Aviation,?,?,?,?,?,?,BOEING,737,AIR,?,False,,?,?,NUSC,?,?,Enroute,?,Prelim,0,0.8436532507739938
190,ACC,2020-10-29T12:49:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,Pearson,Starduster,AIR,CDC,True,0.125,REC,POSI,091,Substantial,VMC,Landing,Completed,Final,0,0.14757481940144476
191,INC,2020-10-29T11:03:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,525,AIR,?,False,,?,?,NUSN,Minor,?,Enroute,?,Prelim,0,0.8441692466460268
192,ACC,2020-10-29T09:39:00Z,False,Aviation,12/6/2022 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,310,AIR,?,False,0.25,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final,1,0.391640866873065
193,ACC,2020-10-28T13:30:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,AERONCA,11AC,AIR,IWH,False,0.125,REC,PERS,091,Substantial,VMC,Standing,Completed,Final,0,0.1480908152734778
194,ACC,2020-10-28T11:40:00Z,False,Aviation,7/7/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,182,AIR,I68,False,0.125,REC,PERS,091,Substantial,IMC,Standing,Completed,Final,0,0.3137254901960784
195,INC,2020-10-27T18:25:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,208,AIR,?,False,,?,?,NUSC,?,?,Takeoff,?,Prelim,0,0.8452012383900929
196,ACC,2020-10-27T11:33:00Z,False,Aviation,7/7/2022 0:00,?,0.0,0.0,0.0,0.0,HUGHES,369,HELI,?,False,0.125,TS,EXLD,133,Substantial,VMC,Enroute,Completed,Final,0,0.3142414860681115
197,ACC,2020-10-27T10:12:00Z,False,Aviation,9/16/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,A185,AIR,RLD,False,0.125,REC,OWRK,091,Substantial,VMC,Landing,Completed,Final,0,0.16253869969040247
198,ACC,2020-10-26T23:37:00Z,False,Aviation,8/20/2021 0:00,Minor,0.0,0.0,1.0,1.0,AMERICAN EUROCOPTER,AS350B3,HELI,94E,False,0.125,TS,POSI,091,Substantial,VMC,Approach,Completed,Final,0,0.14912280701754385
199,ACC,2020-10-26T15:58:00Z,False,Aviation,5/19/2022 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,210,AIR,LBB,False,0.125,REC,PERS,091,Destroyed,IMC,Approach,Completed,Final,1,0.2894736842105263
200,ACC,2020-10-26T14:10:00Z,False,Aviation,7/26/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,?,False,0.125,REC,INST,091,Substantial,VMC,Unknown,Completed,Final,0,0.5128998968008256
201,ACC,2020-10-25T15:07:00Z,False,Aviation,?,?,?,?,?,?,ROBINSON,R44,HELI,?,False,0.125,?,?,NUSN,Substantial,?,Takeoff,?,Prelim,0,0.8462332301341589
202,ACC,2020-10-25T13:37:00Z,False,Aviation,9/21/2022 0:00,Minor,0.0,0.0,1.0,1.0,GRUMMAN,AA5,AIR,BHC,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.3544891640866873
203,ACC,2020-10-25T10:52:00Z,False,Aviation,10/5/2022 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,172,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,1,0.36171310629514963
204,ACC,2020-10-25T08:37:00Z,False,Aviation,5/19/2022 0:00,Fatal,2.0,0.0,0.0,2.0,GRUMMAN,AA5,AIR,?,False,0.125,REC,PERS,091,Destroyed,IMC,Maneuvering,Completed,Final,1,0.2899896800825593
205,ACC,2020-10-24T17:30:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172,AIR,NONE,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.1501547987616099
206,ACC,2020-10-24T12:30:00Z,False,Aviation,8/20/2021 0:00,Serious,0.0,1.0,0.0,1.0,CCX-2000-0081 LLC,CCX-2000,AIR,KLMO,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.1501547987616099
207,ACC,2020-10-24T12:00:00Z,False,Aviation,7/7/2022 0:00,Minor,0.0,0.0,4.0,4.0,CIRRUS,SR22,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.3157894736842105
208,ACC,2020-10-24T11:53:00Z,False,Aviation,?,Minor,0.0,0.0,9.0,9.0,EMBRAER,EMB145,AIR,MYGF,False,0.25,?,?,121,Substantial,?,Landing,?,Prelim,0,0.846749226006192
209,ACC,2020-10-24T10:28:00Z,False,Aviation,12/14/2022 0:00,Fatal,2.0,0.0,0.0,2.0,LANCAIR,235,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,1,0.39834881320949433
210,ACC,2020-10-24T10:00:00Z,False,Aviation,7/15/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172,AIR,18AZ,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.13157894736842105
211,ACC,2020-10-23T20:10:00Z,False,Aviation,8/26/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,T210K,AIR,KLAM,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.15376676986584106
212,ACC,2020-10-23T15:51:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,PIPER,J3-C65,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.1506707946336429
213,ACC,2020-10-23T14:00:00Z,False,Aviation,?,Fatal,1.0,1.0,2.0,4.0,CESSNA,182,AIR,?,False,,?,?,091,Substantial,?,Enroute,?,Prelim,1,0.847265221878225
214,INC,2020-10-23T10:00:00Z,False,Aviation,?,?,?,?,?,?,AIRBUS,A320,AIR,BNE,False,0.25,?,?,NUSC,?,?,Takeoff,?,Prelim,0,0.847265221878225
215,ACC,2020-10-22T19:00:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,CIRRUS,SR22,AIR,I19,False,0.125,REC,BUS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.15118679050567593
216,ACC,2020-10-22T10:15:00Z,False,Aviation,?,?,?,?,?,?,PIPER,PA46,AIR,?,False,,?,?,NUSN,Substantial,?,Landing,?,Prelim,0,0.8477812177502579
217,ACC,2020-10-21T22:55:00Z,False,Aviation,7/19/2022 0:00,?,0.0,0.0,0.0,0.0,LEARJET,60,AIR,KPWK,False,0.25,TF,?,135,Substantial,VMC,Landing,Completed,Final,0,0.3235294117647059
218,ACC,2020-10-21T16:12:00Z,False,Aviation,10/19/2022 0:00,Minor,0.0,0.0,1.0,1.0,BELL,206,HELI,?,False,0.125,TS,PERS,091,Substantial,IMC,Maneuvering,Completed,Final,0,0.37100103199174406
219,ACC,2020-10-21T14:32:00Z,False,Aviation,8/20/2021 0:00,?,0.0,0.0,0.0,0.0,BELLANCA,8KCAB,AIR,KRKS,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.15170278637770895
220,ACC,2020-10-21T14:31:00Z,False,Aviation,5/19/2022 0:00,Fatal,1.0,0.0,0.0,1.0,BEECH,V35,AIR,ASD,False,0.125,REC,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final,1,0.29205366357069146
221,ACC,2020-10-21T11:50:00Z,False,Aviation,7/19/2022 0:00,Serious,0.0,1.0,0.0,1.0,Glasair,III,AIR,HWD,True,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.3235294117647059
222,ACC,2020-10-21T11:17:00Z,False,Aviation,12/6/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28-180,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.3957688338493292
223,ACC,2020-10-20T20:20:00Z,False,Aviation,6/3/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,?,False,0.125,REC,INST,091,Substantial,VMC,Enroute,Completed,Final,0,0.30030959752321984
224,ACC,2020-10-20T17:10:00Z,False,Aviation,7/7/2022 0:00,Fatal,1.0,0.0,0.0,1.0,Glasair,III,AIR,?,True,0.125,REC,PERS,091,Substantial,VMC,Unknown,Completed,Final,1,0.31785345717234265
225,INC,2020-10-20T14:53:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BOEING,727,AIR,VLN,False,,?,?,NUSC,?,Unknown,Landing,?,Prelim,0,0.848813209494324
226,ACC,2020-10-20T14:15:00Z,False,Aviation,9/29/2021 0:00,?,0.0,0.0,0.0,0.0,CESSNA,185,AIR,PABV,False,,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.17285861713106293
227,INC,2020-10-20T09:45:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,SIKORSKY,S92,HELI,?,False,,?,?,135,?,?,Enroute,?,Prelim,0,0.848813209494324
228,ACC,2020-10-18T14:00:00Z,False,Aviation,7/15/2021 0:00,Minor,0.0,0.0,2.0,2.0,Aero Bristell,Bristell LSA,AIR,N94,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.1346749226006192
229,ACC,2020-10-18T14:00:00Z,False,Aviation,8/26/2021 0:00,?,0.0,0.0,0.0,0.0,Robinson Helicopter Company,R44 II,HELI,2P2,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.15634674922600617
