"Mkey	EventDate	City	State	Country	ReportNo	N#	SerialNumber	HasSafetyRec	Mode	ReportType	OriginalPublishedDate	DocketOriginalPublishedDate	HighestInjuryLevel	FatalInjuryCount	SeriousInjuryCount	MinorInjuryCount	OnboardInjuryCount	OnGroundInjuryCount	ProbableCause	Findings	EventID	Latitude	Longitude 	Make	Model	AirCraftCategory	AirportID	AirportName	AmateurBuilt	NumberOfEngines	EngineType	Scheduled	PurposeOfFlight	FAR	AirCraftDamage	WeatherCondition	Operator	BroadPhaseofFlight	ReportStatus	RepGenFlag	MostRecentReportType	DocketUrl	ReportUrl			",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ANC22LA003	ACC	104149	2021-10-22T08:42:00Z	Juneau	Alaska	United States		N754KP	208B1264	FALSE	Aviation	DirectorBrief	4/26/2023 0:00	2023-04-26T17:00:00Z	None	0	0	0	0		The pilot’s loss of directional control for reasons that could not be determined.	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		58.355395000000001	-134.58326	CESSNA	208B	AIR	JNU	JUNEAU INTL	false	1	TP	SCHD		135	Substantial	VMC	Alaska Seaplanes	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104149	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104149/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA030	ACC	104164	2021-10-21T19:20:00Z	Atlanta	Georgia	United States		N6888A	28988	FALSE	Aviation	DirectorBrief	5/26/2022 0:00	2022-05-13T04:00:00Z	None	0	0	0	0		""The pilot’s loss of directional control during the landing roll"," which resulted in a runway excursion and a collision with runway approach lighting equipment.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		33.912042999999997	-84.940619	CESSNA	172	AIR	PUJ	PAULDING NORTHWEST ATLANTA	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104164	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104164/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22FA024	ACC	104145	2021-10-21T16:31:00Z	Holly Ridge	North Carolina	United States		N3933H	24-0981	FALSE	Aviation	DirectorBrief	8/30/2023 0:00	2023-08-30T17:00:00Z	Fatal	2	1	1	4	0	""The pilot’s exceedance of the airplane’s critical angle of attack"," which resulted in a stall/mush during takeoff and initial climb. Contributing to the accident was the pilot’s loading the airplane near its maximum allowable gross weight and near its aft cg limit.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained", Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot," Aircraft - Aircraft handling/service - Loading - (general) - Incorrect use/operation""		34.492077000000002	-77.536499	MOONEY	M20J	AIR	N21	HOLLY RIDGE/TOPSAIL ISLAND	false	1	REC		PERS	091	Substantial	VMC		Initial Climb	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104145	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104145/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA018	ACC	104162	2021-10-21T14:30:00Z	Birchwood		United Kingdom		G-BTRG		FALSE	Aviation				None	0	0	0	0							AERONCA	65C	AIR			false					NUSN	Substantial			Initial Climb	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA025	ACC	104146	2021-10-21T10:38:00Z	Columbia	South Carolina	United States		N812DS	052ABF33	FALSE	Aviation	DirectorBrief	4/29/2022 0:00	2021-12-30T05:00:00Z	Serious	0	1	0	1	0	""The pilot’s failure to maintain control of the glider during the landing approach"," which resulted in an aerodynamic stall and subsequent impact with the runway.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		33.973188999999998	-80.999662	Pipistrel	Apis-Bee	GLI	CUB	JIM HAMILTON L B OWENS	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104146	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104146/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22LA018	ACC	104143	2021-10-20T16:15:00Z	Dallas	Texas	United States		N1235U	21064677	FALSE	Aviation	DirectorBrief	3/22/2023 0:00	2023-03-22T17:00:00Z	None	0	0	0	0	0	""A temporary loss of engine power during the takeoff due to a damaged fuel pump"," which resulted in a forced landing and a runway excursion. The source of the damage to the fuel pump could not be determined.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft systems - Fuel system - Fuel pumps - Damaged/degraded," Aircraft - Aircraft systems - Fuel system - Fuel pumps - Unknown/Not determined""		32.675027999999998	-96.866772	CESSNA	210	AIR	RBD	DALLAS EXEC	false	1	REC		BUS	091	Substantial	VMC		Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104143	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104143/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22FA021	ACC	104148	2021-10-20T11:00:00Z	Dunsmuir	California	United States		N5268Q	15073168	FALSE	Aviation	DirectorBrief	11/29/2023 0:00	2023-11-29T21:00:00Z	Fatal	1	0	0	1		The non-certificated pilot’s improper decision to continue the flight under visual flight rules into instrument meteorological conditions which resulted in controlled flight into terrain.	""Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Student/instructed pilot", Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Student/instructed pilot, Aircraft - Aircraft systems - Electrical power system - Alternator-generator drive sys - Inoperative, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Contributed to outcome," Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot""		41.219700000000003	-122.30906	CESSNA	150L	AIR			false	1	REC		PERS	091	Substantial	IMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104148	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104148/pdf",,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA017	INC	104157	2021-10-20T10:28:00Z	Bristol		United Kingdom		N498YY	525-0498	FALSE	Aviation				None	0	0	0	0					51.382069000000001	-2.714064	CESSNA	525	AIR	EGGD		false	2				NUSN	None			Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	DCA22WA065	INC	104502	2021-10-20T04:00:00Z	Nantes		France		F-HMLD	19007	FALSE	Aviation				None	0	0	0	0							BOMBARDIER	CL600 2E25	AIR	LFRS	Nantes Airport	false					NUSC	None			Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA039	ACC	104359	2021-10-19T12:16:00Z	Tapachula		Mexico		XB-RQE		FALSE	Aviation				Fatal	1	0	0	1					14.808	-92.342	CESSNA	401	AIR	MMTP	Tapachula International Airport	false					NUSC	Unknown			Unknown	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	DCA22MA009	ACC	104129	2021-10-19T10:00:00Z	Brookshire	Texas	United States		N987AK	49404	FALSE	Aviation	DirectorBrief	9/28/2023 0:00	2023-02-27T21:00:00Z	Serious	0	2	1	3	0	""The jammed condition of both elevators", which resulted from exposure to localized, dynamic high wind while the airplane was parked and prevented the airplane from rotating during the takeoff roll. Also causal was the failure of Everts Air Cargo, the pilots’ primary employer, to maintain awareness of Boeing-issued, required updates for its manuals," which resulted in the pilots not receiving the procedures and training that addressed the requirement to visually verify during the preflight checks that the elevators are not jammed.""	""Aircraft - Aircraft systems - Flight control system - Elevator control system - Malfunction", Environmental issues - Conditions/weather/phenomena - Wind - High wind - Effect on equipment," Organizational issues - Support/oversight/monitoring - Training - (general) - Other institution/organization""		29.818027000000001	-95.898046	MCDONNELL DOUGLAS	DC-9-87 (MD-87)	AIR	TME	Houston Executive Airport	false	2	TF	NSCH	PERS	091	Destroyed	VMC	""987 Investments"," LLC""	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104129	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104129/pdf",,,,,,,,,,,,,,
"cases2021.csv	CEN22FA017	ACC	104122	2021-10-18T19:24:00Z	Buxton	North Dakota	United States		N820ND	2881048	FALSE	Aviation	DirectorBrief	8/31/2022 0:00	2022-06-22T19:00:00Z	Fatal	1	0	0	1		The pilot’s intentional flight into terrain as an act of suicide.	Personnel issues - Miscellaneous - Intentional act - Suicide - Pilot		47.568545	-97.032507	PIPER AIRCRAFT INC	PA-28-181	AIR			false	1	REC		INST	091	Destroyed	VMC	UNIVERSITY OF NORTH DAKOTA	Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104122	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104122/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA019	ACC	104118	2021-10-18T16:16:00Z	Mount Pleasant	South Carolina	United States		N996LM	BB-157	FALSE	Aviation	DirectorBrief	11/8/2023 0:00	2023-11-08T18:00:00Z	None	0	0	0	0		The pilot’s failure to maintain clearance with the parked fuel truck while taxiing for takeoff. Contributing to the outcome was the pilot’s decision to park the airplane in the congested ramp area and his excessive taxi speed.	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Ground vehicle - Decision related to condition," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Not attained/maintained""		32.897832999999999	-79.782861	BEECH	200	AIR	LRO	MT PLEASANT RGNL-FAISON FLD	false	2	TP	NSCH	OWRK	135	Substantial	VMC	Austin Aviation	Taxi	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104118	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104118/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN22FA016	ACC	104119	2021-10-18T15:34:00Z	Stroud	Oklahoma	United States		N419LB	V00313	FALSE	Aviation	DirectorBrief	9/14/2022 0:00	2022-09-02T04:00:00Z	Fatal	1	0	0	1		""The pilot’s lack of experience in the gyroplane and his decision to takeoff with a tailwind. As a result", the gyroplane did not generate enough lift to takeoff before it struck a barbed wire fence. Contributing to the accident was the pilot’s failure to wear a seatbelt," which would have reduced his level of injury.""	""Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation", Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot," Environmental issues - Task environment - Physical workspace - (general) - Effect on personnel""		35.881312000000001	-96.657354	AutoGyro	Cavalon	GYRO			true	1	REC		PERS	091	Substantial	VMC		Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104119	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104119/pdf",,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA014	ACC	104136	2021-10-17T16:27:00Z	Belgrade		Serbia		M-OLLY		FALSE	Aviation															CESSNA	525	AIR	LYBE		false					NUSN	Unknown			Takeoff	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22LA013	ACC	104120	2021-10-17T15:55:00Z	Laurier	Washington	United States		N832DC	17271180	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2022-04-20T11:00:00Z	None	0	0	0	0		""The flight instructor’s delayed remedial action to prevent the airplane from landing long which"," resulted in a runway overrun and collision with terrain.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot", Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot," Environmental issues - Physical environment - Object/animal/substance - (general) - Effect on equipment""		48.998379	-118.22259	CESSNA	172N	AIR	69S	AVEY FLD	false	1	REC		INST	091	Substantial	VMC	DANIEL J. CASE	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104120	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104120/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22FA012	ACC	104111	2021-10-17T14:02:00Z	Three Points	Arizona	United States		N112LS	511	FALSE	Aviation	DirectorBrief	11/8/2023 0:00	2023-11-08T18:00:00Z	Fatal	1	0	0	1		""The pilot’s failure to maintain proper airspeed while maneuvering"," which resulted in the exceedance of the airplane’s critical angle of attack and the airplane entering an aerodynamic stall.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained""		31.913074999999999	-111.42966	ROCKWELL	112	AIR	RYN	RYAN FLD	false	1	REC		PERS	091	Substantial	VMC		Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104111	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104111/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA020	ACC	104130	2021-10-17T12:15:00Z	Lynchburg	Virginia	United States		N669GJ	1946	FALSE	Aviation	DirectorBrief	6/8/2022 0:00	2022-05-25T04:00:00Z	None	0	0	0	0	0	The uncommanded landing gear retraction following a hard landing for reasons that could not be determined.	Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Unknown/Not determined		37.318373999999999	-79.205609	MOONEY	M20C	AIR	LYH	LYNCHBURG RGNL/PRESTON GLENN FLD	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104130	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104130/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA012	ACC	104115	2021-10-17T11:55:00Z	Buchen-Sturzenhardt		Germany		D-HALR		FALSE	Aviation															ROBINSON	R44	HELI			false					NUSN	Destroyed			Unknown	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22LA017	ACC	104135	2021-10-16T14:30:00Z	White Swan	Washington	United States		N3388T	17700688	FALSE	Aviation	DirectorBrief	4/29/2022 0:00	2021-12-09T12:00:00Z	None	0	0	0	0		A total loss of engine power due to fuel starvation as a result of the pilot's improper fuel management.	""Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot"," Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management""		46.367694	-120.80904	CESSNA	177	AIR	N/A		false	1	REC		PERS	091	Substantial	VMC	Eric J King	Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104135	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104135/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR22LA018	ACC	104137	2021-10-16T13:00:00Z	Tucson	Arizona	United States		N544AM	4206	FALSE	Aviation	DirectorBrief	4/29/2022 0:00	2021-12-21T12:00:00Z	None	0	0	0	0		The pilot's failure to maintain clearance from ground equipment during landing.	""Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained," Environmental issues - Physical environment - Object/animal/substance - Ground equipment - Effect on operation""		32.251697	-110.87932	AIRBUS	A350	HELI	AZ37	TUCSON MEDICAL CENTER	false	1	TS	NSCH	BUS	135	Substantial	VMC	AIR MEATHODS CORP	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104137	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104137/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA018	ACC	104110	2021-10-16T08:30:00Z	Benton	Pennsylvania	United States		N668CL	668	FALSE	Aviation	DirectorBrief	9/7/2023 0:00	2023-09-07T17:00:00Z	Serious	0	1	0	1	0	The pilot’s loss of control and encounter with an aerodynamic stall during a planned low-altitude turn toward the airport after takeoff.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained""		41.203178999999999	-76.385219	Z-HI-MAX	1400	AIR	PA40	BENTON	true	1	REC		PERS	091	Substantial	VMC		Initial Climb	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104110	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104110/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	DCA22WA032	INC	104313	2021-10-16T04:00:00Z	Montevideo		Uruguay		EC-NFM		FALSE	Aviation															BOEING	787	AIR			false			SCHD		129	None		Air Europa	Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA22LA017	ACC	104108	2021-10-15T15:00:00Z	Fire Island	New York	United States		N759AC	18265830	FALSE	Aviation	DirectorBrief	8/30/2023 0:00	2023-08-30T17:00:00Z	Minor	0	0	3	3		A total loss of engine power for undetermined reasons.	Not determined - Not determined - (general) - (general) - Unknown/Not determined		40.646051999999997	-73.143694	CESSNA	182	AIR			false	1	REC		INST	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=104108	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/104108/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA22WA013	INC	104132	2021-10-15T13:30:00Z	Cleethorpes		United Kingdom		G-WIZZ	8540	FALSE	Aviation				None	0	0	0	0							AGUSTA	AB206B	HELI			false	1				129	Unknown	Unknown	Not reported		N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
